Index,Composition,bandgap,spgN
64343,Ti4 Pt12,0.0,194
64344,Bi8 Se9,0.23930000000000007,166
64345,Yb7 In1 Ni4 Ge12,0.0,83
64346,Er4 Re4 B16,0.0,55
64347,Gd4 Al6 Ge8,0.0,64
64348,Mg2 B4 H16,6.5821,119
64349,Ba2 Zn4 Si4 O14,3.2613000000000003,36
64350,Mg2 B4 H16,6.6111,22
64351,Ce8 Si12 Rh4,0.0,194
64352,Tb2 In4 Ni18,0.0,127
64353,Gd6 Mn2 Ga2 S14,0.3884999999999996,173
64354,Ta4 Te16 Ru4,0.0,31
64355,K2 Pb4 C4 O12 F2,3.0860000000000003,194
64356,Ca4 Zn6 Sn12,0.36929999999999996,63
64357,Hf8 Zn16,0.0,194
64358,Nb12 Sn10,0.0,71
64359,Na2 Mn2 P4 O14,0.6868000000000001,2
64360,Rb2 H4 I6 O18,3.5084,1
64361,K6 As6 O18,3.1254999999999997,2
64362,K2 Na2 Te2 H12 O12,4.1549000000000005,159
64363,Sc6 Al16 Ru7,0.0,225
64364,Na18 Sn8,0.0,63
64365,Eu10 Cd4 Sb10 O2,0.0,63
64366,Sc6 Ga16 Rh7,0.0,225
64367,Na2 Ca2 Be4 B4 O12 F2,5.0966000000000005,9
64368,Te14 Ir2 Cl14,1.3365999999999998,2
64369,Ba2 Lu2 Co8 O14,0.8708999999999998,9
64370,K6 Lu2 P4 O16,4.9847,11
64371,Li4 Sn2 H12 O12,3.7918,14
64372,Cs6 Hg6 Br18,1.8999000000000001,15
64373,Ba6 Bi2 Ir4 O18,0.0,15
64374,La4 U4 Se18,0.0,51
64375,Gd4 Cu24,0.0,62
64376,Mn8 Zn4 P8 H8 O36,2.9642,14
64377,Zr16 Cu4 Sb28,0.0,100
64378,Zn7 H10 S2 O18,2.9889,2
64379,Li8 Ca4 B32 H28 O70,5.096,15
64380,Rb4 Th2 Mo6 O24,3.6620999999999997,15
64381,Ca4 H52 I8 O26,3.7988999999999997,15
64382,Ba14 Ga8 P18,0.0,59
64383,Ca10 P6 O26,0.5092000000000001,176
64384,Ti4 P8 H8 O32,2.7099,14
64385,Nd12 Al86 W8,0.0029000000000003467,193
64386,Cs2 Zn5 P6 H14 O28,4.3288,2
64387,Ti4 Fe1 P6 O24,2.4928,148
64388,Eu24 Si16 B8 O80,0.0,61
64389,Na4 Zn2 B12 O22,4.7193000000000005,9
64390,Na18 Fe2 Mo12 O48,2.9551,148
64391,Sm4 V8 I4 O36,2.4763,57
64392,Pr28 C28 Cl18,0.09280000000000044,7
64393,Tm4 Zn34,0.0,194
64394,Mg2 Zr2 P4 H16 O24,4.2371,2
64395,Er30 Si18 C2,0.0,186
64396,Lu4 Ga21 Ni10,0.0,12
64397,Nd8 Tm8 S24,0.6365000000000003,11
64398,Nd12 Fe26 Ag2,0.0,140
64399,K24 Tl8 F48,3.7302,203
64400,Tb22 Cd90,0.11640000000000006,216
64401,Na12 Th40 Be4 F180,6.2138,138
64402,Ag16 As8 S16,0.5152000000000001,7
64403,Ba8 In4 Ag4 S16,1.7016999999999998,14
64404,K24 In8 F48,5.3048,203
64405,Ca24 Mg24 B48 O120,5.2819,29
64406,Zn8 B8 P8 H16 O48,4.7593,60
64407,La12 Te16 Br4,0.05540000000000056,62
64408,Hg96 S64 Cl64,1.8038,223
64409,Al8 Tl12 P12 O48,3.4263,33
64410,B40 H52 I4,2.8125,14
64411,H8 N8 O24,3.8766999999999996,14
64412,V16 Fe8 O52,2.2809,14
64413,Sr16 Mn12 O40,1.2263000000000002,17
64414,Er12 P36 O108,5.6537999999999995,14
64415,Cs4 Th4 Mo8 Cl4 O32,3.4943,14
64416,Ho4 Zn34,0.0,194
64417,Na4 Ti2 Si8 H8 O26,4.1391,90
64418,Zn3 Ni39 Ge24,0.0,152
64419,K8 Zn4 H32 N16,2.0812,14
64420,Rb44 Mn32 O64,0.08260000000000023,22
64421,Na18 Sc2 Mo12 O48,4.2158999999999995,148
64422,Ce4 H32 S8 O48,1.1385,62
64423,Te4 As4 H4 O20,3.1997999999999998,14
64424,Sr2 Fe2 B2 P4 H4 O20,2.4523,2
64425,K6 Mg36 Pb22,0.20809999999999995,176
64426,Nd12 Fe26 Bi2,0.0,140
64427,U4 H16 Br8 O16,1.6853,14
64428,Cs4 H16 C4 N12,3.6965,62
64429,Zn48 As32,0.14460000000000006,110
64430,Li8 B8 P16 Pb32 O88,2.5774999999999997,61
64431,B160 H208,3.5135,61
64432,Cs16 Sb16,0.5215999999999998,14
64433,Tm30 C38,0.0,114
64434,Nd2 H12 S2 N2 O20,3.0985,11
64435,Y2 Al40 Cr4,0.0,227
64436,Sr8 V4 Se12 O42,2.7408,43
64437,Be4 H40 N12 F12,5.1262,19
64438,Na6 Li2 Ti4 Si8 H8 O32,3.5492000000000004,15
64439,Ba2 Mg2 C4 O12,4.209300000000001,167
64440,Y3 Ag4 Sn4,0.0,71
64441,Ba2 Gd1 Ta1 O6,3.1990000000000003,225
64442,Cs3 Pr1 F6,5.4189,225
64443,Y1 Cr2 Si2 C1,0.0,123
64444,Ce2 Ag4,0.0,74
64445,Er1 Al2 Si2,0.0,164
64446,Yb1 Zn2 Ga2,0.0,139
64447,Nd1 Ni1 As1,0.0,187
64448,Y2 C1 I2,0.48870000000000013,164
64449,Er1 Ni1 As1,0.0,187
64450,Hf1 Pd2,0.0,139
64451,Y1 P2 Pd2,0.0,139
64452,Gd3 Ga1 C1,0.0,221
64453,Tm1 Ni1 As1,0.0,187
64454,Zr32 Bi52,0.0,116
64455,Yb1 Sb12 Os4,0.0,204
64456,Tm12 Sc8 Al12 O48,4.5478000000000005,230
64457,U2 Hg2 Mo8 O32,2.0885,13
64458,Tm8 Al4 Ge12,0.0,62
64459,Tb10 Sb2 Pt4,0.0,140
64460,Tb12 Ni6 Pb1,0.0,204
64461,Sm4 Mg2 Pt2 O12,1.9856999999999996,14
64462,Rb6 Ge2 F14,4.4411,127
64463,Rb2 Mo6 P4 O28,2.1357,11
64464,Nd4 P8,0.0,14
64465,Na1 As4 I1 O6,2.4392000000000005,191
64466,Na8 Tm4 Mo4 P4 O32,4.199299999999999,73
64467,Np2 H32 C6 N8 O22,0.03810000000000002,15
64468,Mg4 Ga4 B4 O16,3.1096,62
64469,Mn8 Zn6 H20 C4 O32,2.0180000000000002,15
64470,Lu12 In20,0.0,62
64471,Na24 La8 As16 O64,3.6404999999999994,29
64472,La4 Cd2 Se4 O4,1.9810000000000008,105
64473,Mg8 P8 H16 O36,5.1918,14
64474,K3 Mg2 Cl7,4.5853,139
64475,K12 Gd4 Cl24,2.8684,14
64476,Ho1 Fe3 B4 O12,2.3707,155
64477,K6 Ca6 Cr12 F54,2.9844999999999997,20
64478,Ho1 Al3 B4 O12,5.639799999999999,155
64479,In4 H36 S8 O48,4.1701,62
64480,Hg12 S8 Br4 Cl4,1.5914000000000001,12
64481,Ho10 Cu2 Pb6,0.0,193
64482,Ho8 Al4 Ge12,0.0,62
64483,Ga5 Cu1 Te8,0.27639999999999976,111
64484,Eu4 Ti3 O10,0.0,139
64485,Er6 Co4 Si6,0.0,63
64486,Cu12 H32 S16 N8 O64,0.2670000000000001,62
64487,Cr1 Ag1 S2 O8,1.8158000000000003,12
64488,Ce2 Tl4 P10 O30,0.19559999999999977,1
64489,Ca3 La2 Sb3 O14,0.0,12
64490,Ca3 Nd2 Sb3 O14,0.0,12
64491,Ca2 Mg10 P6 H2 C2 O32,5.0221,2
64492,Ca10 V1 P5 O24 F2,3.8651999999999997,6
64493,Ca12 Fe12 Sb8 O48,0.0,230
64494,Ba4 Fe4 Cl2 F14,3.5076,11
64495,Ba12 Nd3 Ru9 O36,0.0,12
64496,Al2 Zn20 B16 Rh36,0.0,127
64497,Ba8 Na8 Ti8 F48,0.1867000000000001,33
64498,Yb1 Al7 Fe5,0.0,44
64499,Y1 U1 As2,0.0,123
64500,Y1 V2 Bi1 O8,2.8829,119
64501,Zn3 Cr12 Ga2 Se24,0.0,119
64502,Zr12 Ge4 As20,0.0,6
64503,Yb4 Ge3 Au5,0.0,8
64504,Zn2 Cr2 Fe2 O8,1.6467,74
64505,Zn1 Cd4 Ga10 S20,2.1493,1
64506,Y2 Sn4 Bi2 O14,3.1046000000000005,74
64507,Zn35 Cu17,0.0,1
64508,Zn4 Cr20 Ga4 Se40,0.0,119
64509,Y4 Er8 Al36,0.0,187
64510,Y5 Sc5 Si6,0.0,38
64511,Y4 C4 I3 Br1,0.0,8
64512,Y1 In6 Cu6,0.0,71
64513,V2 Cr2 P4,0.0,26
64514,Ti1 V1 B4,0.0,191
64515,U4 B3 C5,0.0,25
64516,Ti8 Al4 C1 N3,0.0,164
64517,Ti3 Se2 S4,0.0,156
64518,Ti3 Ag1 S6,0.0,148
64519,U6 Cu3 Ni3 Sb8,0.0,5
64520,Th2 Si3 Ru1,0.0,44
64521,Ti1 Cr2 S4,0.0,8
64522,Tb1 Ga3 Ni1,0.0,107
64523,Tb2 Cu1 Ge4,0.0,38
64524,Ta1 Nb1 Al6,0.0,123
64525,Ta2 S4,0.0,63
64526,Ta3 Nb3 Te12,0.0,1
64527,Ta1 B4 W3,0.0,25
64528,Ta6 Ti1 C3 S6,0.0,12
64529,Sr1 Ge12 Pb2 O27,3.514,5
64530,Sr5 Zn1 Cd4,0.0,123
64531,Sr1 Ca1 Ni8 Sn4,0.0,97
64532,Sr3 La2 Fe4 Co1 O15,0.0,166
64533,Sr2 Cd2 Pb2,0.0,12
64534,Sr1 Ca3 Zr16 P24 O96,4.152100000000001,148
64535,Sr2 La2 Tl1 Ni2 O9,0.0,42
64536,Sr10 Fe5 Mo4 W1 O30,0.6880000000000006,2
64537,Sr10 Fe3 Co2 Mo5 O30,0.6024000000000003,2
64538,Sm1 Pa1 O4,2.3029,123
64539,Sn2 Pb1 Se3,0.18979999999999997,164
64540,Sm1 Bi3 Ru4 O14,0.0,166
64541,Rb3 H1 Se2 O8,3.5772,12
64542,Pr4 Fe3 Si4 Ru1,0.0,115
64543,Pm1 Pa1 O4,2.2687999999999997,123
64544,Pb2 Se1 S1,0.4527000000000001,166
64545,Ni11 Ge2 Te4,0.0,99
64546,Nb4 Ge1 Se8,0.0,12
64547,Nd4 P8 H12 O24,6.0592999999999995,14
64548,Na2 Zn4 Cd2 F14,2.6247,74
64549,Nb4 Co6 Ge2,0.0,194
64550,Nd3 Ti12 Bi13 O48,2.2097999999999995,1
64551,Nb2 V3 Cu15 S20,1.0347000000000004,111
64552,Na1 Sm3 Ti2 Sb2 O14,2.2504999999999997,12
64553,Na14 Fe8 P18 O64,2.6487,4
64554,Na1 Nd2 Se3,0.0,71
64555,Nd1 Ga6 Fe6,0.0,71
64556,Na1 Nd3 Ti2 Sb2 O14,2.1527,12
64557,Na8 Fe6 P6 O24 F9,0.0,12
64558,Na2 Tl1 Hg1,0.0,216
64559,Na3 Li1 Fe4 Si8 O24,2.7184000000000004,3
64560,Na6 Sc4 P6 O24,4.6045,9
64561,Na8 Mo4 As8 O36,2.9892000000000003,4
64562,Na4 Fe2 Sn2 P6 O24,2.4474000000000005,5
64563,Mn2 Cr4 Se4 S4,0.3127000000000004,216
64564,Mn4 Co1 Ni3 Ge4,0.0,6
64565,Mg2 Cr2 Fe2 O8,1.7153,74
64566,Mg3 Mn1 Te4,1.1320999999999999,115
64567,Mn8 Fe2 Ge6,0.0,12
64568,Li1 Eu2 Ga7,0.0,115
64569,Li4 V1 Fe3 P4 O16,2.4345999999999997,6
64570,Li12 As4 O16,4.1375,62
64571,Li1 H7 S4 O16,5.746099999999999,1
64572,Li4 Ti4 As2 P2 O20,3.1510999999999996,26
64573,La2 Sm2 Cr4 O12,2.3177000000000003,26
64574,La1 Nd1 Ni10,0.0,47
64575,La1 Ni3 Rh2,0.0,65
64576,La4 Cu4 Se1 S3 O4,1.6197999999999997,99
64577,La8 Bi3 Sb3,0.0,5
64578,La8 Bi4 Pb2,0.0,122
64579,La8 Bi3 Pb3,0.0,5
64580,La3 Sm1 Cr4 O12,2.2344,6
64581,La1 Sm3 B24,0.0,65
64582,La4 Mo6 O24,3.6694,15
64583,La2 Ni4 Ge1 P3,0.0,99
64584,K3 Ta3 W6 O27,1.3355,1
64585,La4 Ce2 Si4 S16 I2,0.17429999999999968,15
64586,K2 Al2 Si6 O16,4.9108,2
64587,K2 Br1 Cl1,4.4921,166
64588,K2 Ba1 Fe6 As6,0.0,12
64589,K4 Ta3 Nb1 O12,1.8667,166
64590,K5 Br4 Cl1,4.4374,87
64591,K2 Nb1 O3 F1,1.5653,107
64592,K4 Mo4 P12 W4 O48,2.4821,18
64593,Hf1 Zr1 C2,0.0,123
64594,Hf1 Zr1 B4,0.0,47
64595,F14 Si2 Rb6,5.6568,127
64596,In9 Cu11,0.0,12
64597,Hf1 Au9,0.0,12
64598,K4 Fe2 H16 S4 O24,4.162100000000001,5
64599,K8 Y4 Hf4 P12 O48,5.0728,198
64600,K8 Yb4 Ti4 P12 O48,0.0,198
64601,Gd2 Y2 Fe4 O12,1.4789999999999996,26
64602,Gd1 Al1 Cu4,0.0,187
64603,Ga2 S3,1.3375,44
64604,Dy1 Er1 Al4,0.0,216
64605,Er2 Cd2 In2,0.0,164
64606,Er2 Ga2 Ag2,0.0,12
64607,La4 Ga1 Si3,0.0,25
64608,Dy12 Si12 O42,4.5463,1
64609,Dy4 Er4 Fe56 B4,0.0,136
64610,Er4 Th4 Fe56 B4,0.0,136
64611,Cs2 U2 O7,1.6142000000000003,5
64612,Cr2 Rh2 C1,0.0,166
64613,Cr8 Se12,0.0,2
64614,Cr4 Cu1 Ni1 Se8,0.0,216
64615,Cr12 Ga4 S24,0.0,156
64616,Ce1 Th2 S3,0.0,164
64617,Ce1 Th4 O10,1.7345000000000006,139
64618,Ce1 Zn1 Ni4,0.0,38
64619,Ce2 Ge3 Pd1,0.0,25
64620,Cs2 Zr1 Al2 Mo6 O24,3.4461,2
64621,Ca2 Sm2 Al6 O14,4.212000000000001,35
64622,Ca1 Th1 Nb2 O8,3.5661,5
64623,Ca1 Eu1 H6 Ru1,0.24870000000000037,216
64624,Ca10 P6 O26,0.49409999999999976,173
64625,Ce4 Ni2 Sn4 Pt2,0.0,26
64626,Bi3 Au1,0.0,123
64627,Ce2 Ni1 Sn4,0.0,38
64628,Ca1 Tm2 Te4,0.6163000000000003,10
64629,Ba2 Sr2 Tm8 O16,3.4268,26
64630,Ca4 Mg1 Si8 Ni3 O24,4.4969,5
64631,Be4 B2 H6 O10,5.6562,4
64632,Ba1 Sr3 Ag4,0.0,6
64633,Ca4 Ti2 Ru2 O12,0.0,14
64634,Ba1 Sr1,0.0,65
64635,Ba1 Sr1 Fe2 O6,0.0,123
64636,Ca24 Mn4 Al44,0.0,156
64637,Ca3 Er3 Ge2 B1 O13,3.6256000000000004,5
64638,Ca12 Al4 Fe4 Si12 O48,2.948,206
64639,Ba6 Br2 N3 Cl1,1.1216999999999997,12
64640,Ba1 Pb3 N8 O24,3.6001000000000003,148
64641,Ba3 Pb1 S4 O16,4.6123,6
64642,Ba8 Sr1 Ca3 W4 O24,3.3156,2
64643,Ba2 Tb1 Nb1 O6,2.8516000000000004,225
64644,Ba8 Mn6 Co2 Cl1 O22,0.37970000000000015,38
64645,Ba6 Bi13 Se26,0.0,6
64646,Ba2 La1 Cu3 O6,0.0,123
64647,Ba12 Ti9 Pt3 O36,0.964,156
64648,Ba2 Ca3 Al9,0.0,160
64649,Ba8 Sr3 Ca1 W4 O24,3.3418,2
64650,Ba3 V2 Ni6 P4 O24,3.057,1
64651,Ba4 Pb8 S12 O48,4.249700000000001,1
64652,Ba6 Co3 Ru3 O18,0.0,8
64653,Ba1 Ca1 Zr8 P12 O48,4.1871,2
64654,Cs1 Ti2 Cu2 Te8,0.0,8
64655,Ba8 Cd4 Ge40,0.05489999999999995,40
64656,Ba5 Eu5 Fe10 O26,0.0,2
64657,Al1 Cu1 P2 Se6,0.8438000000000003,146
64658,Al18 Co5 Ni3,0.0,8
64659,As3 P3 Pb10 Cl2 O24,3.1297999999999995,174
64660,Al1 V12 Ge3,0.0,47
64661,Ba8 Pb4 S12 O48,4.1893,6
64662,Al4 Fe2 P6 O24,3.0262,1
64663,Ca17 Ni19 P24 O96,3.4446,1
64664,Mg2 Cd2 Te4,1.4496,122
64665,Pr2 Pt2,0.0,63
64666,Cd1 Au3,0.0,123
64667,Zr6 Pd8,0.0,148
64668,Cd2 Te2,0.6198000000000001,186
64669,O8 Al4 K4,3.7537999999999996,92
64670,Cu2 Zn1 Ge1 Te4,0.0,121
64671,Mg2 Cu4 La2,0.0,194
64672,B1 N1,4.3877,160
64673,F12 K6 Gd2,4.5665000000000004,14
64674,Li6 Sn6,0.0,141
64675,Sb20 Dy8,0.0,11
64676,S8 Ce6,0.0,220
64677,F6 Cu1 Sn1,0.0,148
64678,F12 Ge2 Rb4,5.8839,186
64679,Be4 O14 Ge2 Er4,4.7188,113
64680,F8 Mg2 Ba2,6.8004999999999995,36
64681,S24 As4 Ag28,0.5009999999999999,198
64682,B2 O12 K3 Nb3,1.9127999999999998,189
64683,Ge4 Pt2,0.0,58
64684,O38 Dy2 Ta14,3.2222999999999997,188
64685,Be2 C2 N4,3.8512999999999993,122
64686,B16 C8 Lu8,0.0,135
64687,O54 Ti24 Ba8,0.0,12
64688,O16 S12 Nb4 Sm12,2.286,33
64689,Li6 O24 P6 Ca6,5.1799,159
64690,Gd6 Os2 O14,0.0,63
64691,Ni6 La4,0.0,64
64692,O14 Ru2 Gd6,0.36370000000000013,63
64693,O16 Sr4 Y8,3.6959000000000004,62
64694,O24 P8 Cs2 Nd2,5.3001,4
64695,O20 Ba8 Ir6,0.0,64
64696,O20 Si4 Tm8,4.591100000000001,14
64697,C12 N12 O12 K4 Cd4,4.1312,62
64698,O20 Na20 As4,1.4127000000000003,57
64699,O18 Na4 P6 K2,5.0463000000000005,2
64700,P8 Pb6 O26,3.9358,2
64701,Pd18 Sb6 Ce4,0.0,63
64702,P12 Sr10 Sn4,0.3643999999999994,55
64703,N10 Ga2 Sr12,0.3096000000000001,193
64704,Li2 O12 Si4 Cr2,3.0382,15
64705,S2 Nb1,0.0,187
64706,Li2 O4 Mn2,1.0628000000000002,59
64707,O14 P4 Ca2 Co2,2.7472000000000003,2
64708,O12 Ca6 Co4,0.0,167
64709,O12 Ca6 Fe2 Rh2,1.4702000000000002,167
64710,O16 K4 Mn4,2.0689,62
64711,Sr2 Fe1 Mo1 O6,0.06979999999999986,139
64712,O6 Ni2 Pr2,0.0,167
64713,O10 Ca2 Fe6,1.2761,63
64714,O40 V8 As8 Sr4,1.6632,19
64715,In1 Gd1,0.0,123
64716,C12 Cr28,0.0,62
64717,Ni4 Zr4 In2,0.0,127
64718,Nd4 Ru4 O14,0.0,227
64719,O4 Ag4 Pb2,1.3770000000000002,15
64720,V4 As4 Rh4,0.0,62
64721,S4 Cu3 As1,0.0,215
64722,K2 Ge2 Se8 Ce2,0.10860000000000003,4
64723,O8 Cu3 As2,0.0,2
64724,Nd4 In2,0.0,194
64725,Ce4 Si4 Ir4,0.0,198
64726,O28 Nb16 Ba2,0.20310000000000006,55
64727,Ce4 Zn4 B20 O40,0.13739999999999952,14
64728,O32 Al12 Gd4 Pb8,2.9479,224
64729,As4 Rh4,0.0,62
64730,Si2 Se4,2.1693,72
64731,Mn1 Se1,0.0484,216
64732,Cl6 Tb2,3.7957,63
64733,N12 P12 Br24,3.0406,62
64734,H8 Li4 O16 As4,3.9942,33
64735,H16 O80 Mg32 P16,5.266400000000001,14
64736,H48 O48 Al8 Sr12,3.8858999999999995,230
64737,H6 Gd2,0.0,194
64738,Cu2 H4 Se4 O12,0.0,14
64739,H20 C4 O22 Na4 Ca2,4.6291,15
64740,H16 O8 Cl4 Ca2,5.3176,14
64741,H2 B5 O10 Cl1 Ca2,5.0182,1
64742,H6 B2 O20 Na2 Al2 P4,5.7883000000000004,15
64743,O16 Fe4 As4,2.3256,14
64744,O4 Na2 Mn2,1.2494,59
64745,O6 V2 U1,0.4112,162
64746,O14 V4 Lu4,1.1487999999999996,227
64747,Ca6 Mn2 Ni2 O12,2.2759000000000005,167
64748,H4 O24 P6 Co6 Ag2,2.4393000000000002,15
64749,O48 P12 Nb8,0.0,14
64750,S2 Nb1,0.0,42
64751,Se1 Sn1,0.1189,225
64752,Li4 O48 P12 Sn8,3.5637,2
64753,S4 Ta24,0.0,15
64754,S20 Sb12 Tl4,1.5863,14
64755,S12 As16,2.3035,62
64756,S10 Rb8 In4,2.0926,2
64757,B4 Cr1,0.13060000000000027,71
64758,O8 Ge1 Zr3,3.8969,121
64759,Li24 O28 Ge8,3.8132,14
64760,Ca1 Cu4 As2,0.0,166
64761,O8 Br20 Pb18,2.9011000000000005,85
64762,H24 O24 P8,7.0934,33
64763,S32 Ga8 Ba20,2.5327,64
64764,H8 O6 Sr2,4.3444,26
64765,Br4 La2,0.5867999999999998,194
64766,Ni8 Te8 Ta4,0.0,62
64767,Na14 S20 Cu24,0.0,10
64768,S8 Mn6 Cs4,0.47639999999999993,72
64769,S14 Ga4 Ba8,2.6305,11
64770,Ta2 Te4 Cl12,1.1619,2
64771,B2 Ru3 La1,0.0,191
64772,Cl28 Se8 Bi8,1.3983000000000003,85
64773,Cl72 Se8 Nb8,2.0713,14
64774,Cl20 Pd8 Cs4,1.3553,62
64775,Be16 I32,4.1400999999999994,142
64776,O19 Sr7 Re4,0.0,12
64777,Ga4 Au8,0.0,36
64778,Mg26 Au82,0.0,193
64779,Zn4 Ba2,0.0,74
64780,Na4 C2 O6,3.8437,12
64781,Zn5 Y1,0.0,191
64782,Tb12 Ni12,0.0,11
64783,N32 Sr24 Mo8,2.2289,61
64784,O8 Na4 S2,4.9638,63
64785,Er10 Pt4 Bi2,0.0,140
64786,Na8 Au2 Tl2,0.0,69
64787,Li4 O16 P4 Co4,0.7424999999999997,14
64788,Li2 O32 P10 Fe4,2.5641,7
64789,O32 P8 Mo4,1.3828,19
64790,O48 P16 V4,1.6464,60
64791,O18 La4 W4,3.4184,2
64792,O14 Ca6 Ru4,0.0,36
64793,S32 Sb20 Tl4,1.5463999999999998,7
64794,O6 Al2 Ce2,0.0,167
64795,Ba2 Nb2 S6,0.0,194
64796,O56 P16 Ca16,5.4165,76
64797,Cd1 Ga6 Te10,0.6335999999999999,5
64798,H1 K1 S1,3.2247999999999997,160
64799,O32 Al16 Ba8,3.9419000000000004,182
64800,S8 Mo6 Ba1,0.0,148
64801,Ca3 La5 Mn7 Ni1 O24,0.0,1
64802,N8 O8 Na8,3.3842999999999996,14
64803,U2 P4,0.0,129
64804,Na4 Li4 Al6 Si6 Cl2 O24,4.9599,1
64805,Cu8 Se8 Ba4,0.48629999999999995,62
64806,O4 Ge2,1.2307000000000001,136
64807,C4 N20 Ca22,0.7760000000000002,136
64808,Li18 O58 P16 Mn6,1.4499000000000002,1
64809,Tl4 Al2 F10,4.3609,63
64810,O38 P4 W10,0.0,4
64811,Ti4 S4 O24 H8,2.5139,19
64812,Gd2 Cu2 Se2 O2,1.1960999999999995,129
64813,K4 Cu4 P4 O16,0.1797000000000002,4
64814,Ni8 As16,0.0,61
64815,Li4 O24 Si8 Cr4,3.1394,14
64816,As20 Fe20 Li19,0.000700000000000145,1
64817,Si46 K8,0.0,223
64818,K20 Sn4 Sb12,0.5167000000000002,14
64819,Mn1 Co2 Sb1,0.0,225
64820,Mo8 O48 P12,1.2649000000000001,14
64821,O48 P14 V8,0.0,2
64822,O3 Mn2 Ba1,0.4585999999999997,71
64823,Hg24 Cl16 O16,0.6363,14
64824,Pb2 I4,2.3956999999999997,166
64825,Bi10 I2 O14,2.4210000000000003,12
64826,Ta4 Ni2 Se14,0.0,12
64827,Se4 V4 O16,1.8885999999999998,14
64828,K6 S6 O18,4.9636,150
64829,Ce6 Cl2 Si4 S16,0.0027999999999996916,15
64830,Ce5 Co19,0.0,166
64831,As8 S8,2.0204,15
64832,O14 Sm6 Os2,0.0,63
64833,O8 Er2 Ta2,4.0531,15
64834,K8 Al8 Si16 O48,4.755000000000001,88
64835,Hg4 As16 S16 I8,2.0015,14
64836,Hg12 Sb4 As4 S12,1.6609000000000003,14
64837,N1 Fe8,0.0,139
64838,P8 N8 F16,5.147200000000001,14
64839,Mg4 Al4 P4 O20,4.9741,14
64840,Cs12 K4 Re24 C24 S32 N24,2.1868000000000003,206
64841,Pu4 Se8 O24,0.05580000000000007,14
64842,Mn4 Sb4 S8 Cl4,0.8681999999999999,62
64843,Ba2 V2 S6,0.0,20
64844,F56 Na16 Al8 Co8,0.02639999999999998,15
64845,Pr6 U2 Cl6 O12,1.4230999999999998,176
64846,Sr8 Ga8 B8 O32,3.8463,56
64847,Rb2 Na1 Ni1 F6,0.0,225
64848,Mn4 P16 O44,4.2326,14
64849,F8 Mn4,2.7674999999999996,60
64850,La12 Ti4 Cl20 O16,3.4545000000000003,62
64851,Li12 In4 B8 O24,3.4307999999999996,14
64852,F8 Mn2 Ba2,3.2598,36
64853,Cs6 Ba6 B18 O36,4.0415,150
64854,Cu3 Se2 Cl2 O6,0.0,12
64855,K4 Be4 Zn4 Si6 O22,3.5046999999999997,74
64856,Tl9 N9 O27,2.8691,144
64857,K4 Mg16 P12 O48,4.9852,58
64858,Ca12 Al16 Zn4 O40,3.5446999999999997,29
64859,Rb2 S2,1.6972000000000003,71
64860,Ba8 Zn8 Te8 Cl16 O24,3.7598,62
64861,In2 P6 O18,4.372199999999999,9
64862,Ag8 Bi4 O12,0.0,52
64863,F9 Fe3,2.8438,150
64864,K12 Ta8 S44,1.7459000000000002,14
64865,Na24 In5 O15,0.0,217
64866,Cs6 Mn2 F14,1.5495,127
64867,Ti8 Tl8 P8 O40,2.3146,52
64868,P4 Co4 O14,2.8808,14
64869,K8 Cu4 F16,0.0,140
64870,Si2 Ag2 Ce1,0.0,139
64871,Sb4 Cl12 F8,1.6945000000000001,79
64872,Mo18 O52,0.6605000000000001,13
64873,Li4 U4 P4 O24,2.1007000000000002,2
64874,Sr3 Ce1 P1 C3 O13,0.21169999999999956,160
64875,Ba4 Cu8 Te8 Cl8 O22,0.0,2
64876,Ba6 Lu2 B18 O36,5.247299999999999,176
64877,S4 O12,5.1414,14
64878,W4 S4 Br16,1.2761,14
64879,Ni2 Zn2 P8 O24,4.4744,15
64880,V2 Ag4 P2 O12,1.8350000000000002,12
64881,Na2 Al2 Mo4 O16,3.6881,15
64882,Na8 Ho4 Mo4 P4 O32,4.1948,73
64883,Na8 Zr2 Mo8 O32,3.6338000000000004,88
64884,Ni4 P4 O14,3.7913,14
64885,Fe8 P8 O32,2.6721000000000004,61
64886,Fe4 P4 O16,2.4856,14
64887,Rb8 Mo8 O28,3.3644000000000003,40
64888,Na4 Mn2 P4 O14,3.9203,2
64889,Na8 Dy4 Mo4 P4 O32,4.1989,73
64890,Tb4 Mo4 O16 F4,3.7675,14
64891,K2 Na6 W2 O10,3.593,12
64892,Na8 Y4 Mo4 P4 O32,4.1934000000000005,73
64893,K16 Cr4 N8 O40,3.0782999999999996,14
64894,Pr10 C4 Cl18,1.6350000000000002,2
64895,Rb4 Ge4 I12,2.1987,19
64896,Tl1 V5 Se8,0.0,12
64897,Al50 Mo10,0.0,150
64898,Sm1 Sb12 Os4,0.0,204
64899,La8 B12 Cl4,0.0,174
64900,Dy4 Co14 B6,0.0,191
64901,Bi8 P12 Se36,1.4152,2
64902,Li2 Ag1 Bi1,0.0,216
64903,Te16 Ir8,0.0,62
64904,Fe8 Te16 Cl8 O40,2.1340000000000003,14
64905,Ce6 Sb6 Au4,0.0,194
64906,Mn2 Sb2 Se4 I2,0.532,12
64907,Rb24 As56,1.5282,14
64908,Te6 Pt4,0.0,12
64909,Al34 Mo8,0.0,5
