Index,Composition,bandgap,spgN
80708,La16 Mg4 Rh4,0.0,216
80709,K8 Yb4 F20,0.0043999999999999595,62
80710,K2 Sc2 W4 O16,3.1169,15
80711,Mn24 Si32 Mo20,0.0,62
80712,La16 Mg4 Ni4,0.0,216
80713,K4 Li4 Gd4 F20,4.590999999999999,14
80714,K4 Na8 Ga12 Si12 O48,3.9646,14
80715,K6 Ta4 As2 S22,1.8775,9
80716,K4 Er4 P8 O28,4.9416,14
80717,K4 Co4 F16,1.8493000000000002,18
80718,K4 Yb8 Cl28,1.7677,14
80719,K9 Gd3 Si12 O32 F2,3.7526,2
80720,K8 W4 S16,1.9394,62
80721,Mg15 Pb3 S18 O72,5.2204,147
80722,K8 Na16 Zn4 Sn8,0.0,14
80723,K4 Sr24 Sc4 Si16 O64,4.2903,62
80724,Ho1 Mn6 Sn4 Ge2,0.0,191
80725,Pr4 H40 N4 Cl8 O32,3.6158,13
80726,Ho14 C4 I24 N2,1.2396000000000003,2
80727,Ho16 Cd4 Pt4,0.0,216
80728,Ho12 Sc8 Al12 O48,4.3679,230
80729,Gd4 Tl4 Mo8 O32,2.9426,60
80730,Eu2 Hf2 F14,0.07380000000000031,4
80731,Gd2 Cl6 O24,2.289,176
80732,Dy8 C10,0.0,55
80733,K8 Gd8 Se16 O64,3.0702000000000003,33
80734,Dy7 Te2 Pd2,0.0,44
80735,Dy4 Si4 Rh4,0.0,62
80736,Dy16 Mg4 Ni4,0.0,216
80737,Dy10 Ge4 Sb4,0.0,64
80738,Er4 Sb4 Ir4,0.0,62
80739,Eu4 Mg2 Pt2 O12,0.0,14
80740,Dy2 Zn6 P6,0.2806999999999995,194
80741,Cu1 Pb1 F6,0.04550000000000004,2
80742,Dy6 B14 Mo2,0.011700000000000266,63
80743,Eu6 W2 Cl6 O12,0.0,176
80744,Cs2 K4 La2 V4 O16,3.7030999999999996,11
80745,Cs1 Sc1 S2 O8,4.2,150
80746,Cs4 Ga4 Ag4 F24,0.36149999999999993,62
80747,Eu4 Mg4 B20 O40,0.0,14
80748,Cs2 Tm2 Nb12 Br36,0.9399,163
80749,Gd4 Hf4 Mo14 O56,3.0498,15
80750,Eu2 Cu2 W4 O16,0.0,2
80751,Cs2 Zr12 Mn2 Cl28,1.2752,64
80752,Fe8 H8 Se12 O40,2.325,14
80753,Cs4 Np4 Mo4 O24,0.1600999999999999,14
80754,Ce2 Si4 Rh6,0.0,74
80755,Ce4 Er11 S22,0.0,12
80756,Ce8 Si12 Pd4,0.0,194
80757,Ce6 Cu24 P12,0.0,58
80758,Ca4 Nb2 Fe2 O12,2.0566999999999998,14
80759,Ba2 Ni2 P4 O14,3.6336999999999997,2
80760,Ba2 Hf2 F12,7.1463,67
80761,Ba12 Gd4 Ga8 O30,3.3983,13
80762,Ba12 Na4 V4 Sb4 O34,3.186,194
80763,Ba8 Dy4 Cl28,4.9185,14
80764,Cs4 Sb2 F10,4.7219,63
80765,Ba12 Na4 Mn4 Nb4 O34,1.6755,194
80766,Ba12 Eu4 Al8 O30,0.0,13
80767,Al4 Ni8 B4 O20,3.3461,55
80768,Ag2 Pt2 F12,0.0,2
80769,Ba4 Fe8 Pb4 O20,1.3355000000000001,62
80770,Cs8 B28 H20 O56,5.0108999999999995,14
80771,Ba20 Ga4 Ru8 O44,0.04249999999999998,62
80772,Al4 P8 H48 N12 O32,4.6983,14
80773,Zr2 V2 W2,0.0,74
80774,Zr1 U1 C2,0.0,166
80775,Zr2 Co1 Cu1 Sn2,0.0,156
80776,Zn20 Fe6,0.0,42
80777,Y2 Fe2 Co2,0.0,74
80778,Y4 Ge1 S3,0.0,166
80779,Tm2 Ga3 Cu1,0.0,156
80780,U1 Si2 Ru1 Rh1,0.0,119
80781,V12 Ga2 Ge1 S24,0.0,44
80782,Tl10 Re12 S16 Cl14,2.3398,161
80783,Tb1 Al1 Ni4,0.0,65
80784,Tb1 Dy3 Fe8,0.0,160
80785,U6 Ni18 P12,0.0,31
80786,Tb20 Te36,0.23850000000000016,3
80787,Ta12 Co3 Pt3 Se32,0.0,8
80788,Sr1 Pr1 Fe1 Co1 O6,0.5387,1
80789,Sr2 Nd2 Mg2 Ru2 O12,0.3193000000000006,7
80790,Sr2 La2 Mg2 Ru2 O12,0.30630000000000024,7
80791,Sr2 La8 Si6 O26,4.421200000000001,173
80792,Sr2 Nd20 Se24 Cl16 O72,3.8259999999999996,9
80793,Sr2 Ca2 La2 Sb2 O12,3.6544999999999996,7
80794,Sr4 Zn1 Ir3 O12,0.0,2
80795,Sr2 Co1 Ru1 O6,0.0,2
80796,Sr2 Al7 Ge1,0.0,99
80797,Sm2 Ti1 Co16,0.0,160
80798,Sm18 In2 Si6 S42,1.9154,146
80799,Sm12 Sn1 Ge4 S28,1.4727000000000001,1
80800,Sc1 Al6 Fe6,0.0,71
80801,Sb4 As4 Rh4,0.47850000000000037,14
80802,Sb28 Mo9 Ru3,0.0,8
80803,Pr1 Ga3 Pt1,0.0,119
80804,Nd1 Ga3 Pd1,0.0,119
80805,Nd2 Cd2 In2,0.0,164
80806,Nd3 Y1,0.0,187
80807,Nd6 Ge3 Se14,1.1876000000000002,143
80808,Nb3 Fe1 Bi6 O18,2.3209000000000004,1
80809,Nb18 Os12,0.0,35
80810,Na1 Sr2 Fe6 As6,0.0,12
80811,Na1 Nd9 Si6 O26,4.4519,143
80812,Na1 Fe2 Mo2 H3 O10,2.6652000000000005,8
80813,Rb8 Cu16 Ge6 S24,0.8148,120
80814,Na1 Mg3 V3 Cr3 Si6 B3 H3 O31,1.4318999999999997,1
80815,Na6 Mo8 P10 O48,2.4523,9
80816,Na4 Nd8 N2 Cl18 O2,3.8139999999999996,4
80817,Na3 Eu3 F12,0.0,1
80818,Na2 Ca1 Mg5 Si8 O22 F2,4.537100000000001,1
80819,Mn2 Ga4 Cu6 Se12,0.0,43
80820,Mg1 Ti2 Ni1 O6,3.1159000000000003,146
80821,Mg1 Zn4 Ag5,0.0,123
80822,Mn4 In2 Sb2 O12,0.4607000000000001,1
80823,Mg1 Ti4 P6 O24,2.4069000000000003,148
80824,Lu12 Co9,0.0,147
80825,Li2 Sc2 B8 H32,4.644,37
80826,Li2 Mg1 Cd1 P2,1.4255999999999998,115
80827,La2 H6 S6 O24,4.216,173
80828,La6 Mg1 Si2 S14,1.9697999999999993,143
80829,La8 Ti6 S8 O16,0.6413000000000002,5
80830,La16 Br26 N6 O2,3.2083999999999997,9
80831,La4 Cr2 Fe2 O12,2.1832000000000003,14
80832,La6 B18 F72,5.135,158
80833,La2 Ge4 Ir1 Pd3,0.0,99
80834,K4 Nb12 P12 O60,0.01639999999999997,14
80835,K1 Mg3 Al1 Si3 H2 O12,4.1983999999999995,1
80836,Li3 Ce4 B12 H48 Cl4,0.009000000000000008,5
80837,K2 Fe2 As6 H14 O26,2.8468999999999998,7
80838,La2 Ga7 Au1,0.0,99
80839,Hf4 Fe6 Si2,0.0,194
80840,Hf2 B1 Ir6,0.0,123
80841,K10 Ba2 Nb2 As8,1.1338000000000001,9
80842,K4 Fe2 P4 H6 O16 F4,2.8951,4
80843,Hf2 H1 C1,0.0,166
80844,Hf6 Al2 Ge10,0.0,38
80845,Er2 B1 Pd6,0.0,123
80846,Fe2 Cl8,0.30820000000000003,74
80847,Eu1 Ga3 Ag1,0.0,119
80848,Eu1 Cd1 Au5,0.0,119
80849,Er20 Ni2 Sb10,0.0,26
80850,Er2 Fe2 Ru2,0.0,74
80851,Er2 Fe6 Co6 P7,0.0,174
80852,La5 Al15 Cu2 Au3,0.0,107
80853,Cs2 Mg2 Fe2 F12,3.4628,74
80854,Co2 Cu2 Ni2 S8,0.0,74
80855,Cs4 As2 H6 Se2 O16,3.8394,2
80856,Cs4 V2 H4 O4 F8,2.8087,15
80857,Ce1 Y1 Co17,0.0,160
80858,Ce2 Ni1 Ru3,0.0,166
80859,Ca1 Al3 Au1,0.0,107
80860,Ce3 Ge1 S2,0.0,71
80861,Cs2 Nb8 Ag2 P4 S40,1.5764,4
80862,Ca1 Th1 V2 O8,3.0616000000000003,119
80863,Ca2 Ga1 Si1,0.0,38
80864,Ca12 Al14 O32 F2,3.8741000000000003,122
80865,Ca4 Ga1 Si3,0.0,25
80866,Ca4 Cd3 Au1,0.0,123
80867,Ca2 Tl1 In1,0.0,123
80868,Ba1 La1 B12,0.0,123
80869,Ba4 Na4 V4 S16,1.5476000000000003,14
80870,Ca12 Zr8 Al4 Fe4 Si4 O48,2.9299000000000004,122
80871,Ba3 Sr1 Mg2 Te2 O12,1.8862,160
80872,Ba3 Mg1 Ta1 Nb1 O9,2.8733,156
80873,Ba6 Ca2 Ir3 Ru1 O18,0.0,156
80874,Cs2 B2 S4,2.9600999999999997,71
80875,Cs2 Fe2 Cu2 F12,0.0,74
80876,Cs2 Mn2 Fe2 F12,1.1201,74
80877,Cs4 Bi8 Se14,0.9019000000000004,11
80878,Ba8 U16 As4 O66,1.5893000000000002,31
80879,Cs6 In6 P8 O32,3.0948,15
80880,Mg1 S1,2.7628000000000004,225
80881,Sc4 Ni4 In2,0.0,127
80882,Zn4 Ce2,0.0,74
80883,Li1 Co2 Ge1,0.0,225
80884,O4 Al2 Cs2,4.273499999999999,227
80885,Ti2 Cr4,0.0,227
80886,Li2 Cd2,0.0,227
80887,Nb6 Ir2,0.0,223
80888,B6 O12 Zn4 Se1,1.8571,217
80889,La1 Te1,0.0,225
80890,Ca3 Ge3 Cd3,0.0032999999999998586,189
80891,Al1 Sc1 Cu2,0.0,225
80892,Al1 Pd2 Hf1,0.0,225
80893,Zn12 Si4 Ni8,0.0,227
80894,S1 Tm1,0.0,225
80895,Be26 Hf2,0.0,226
80896,Li1 O2 Cr1,2.9997999999999996,166
80897,Ga2 Y1,0.0,191
80898,Nb6 Os2,0.0,223
80899,N1 Tm1,0.15669999999999984,225
80900,Si4 Ti4 Cu4,0.0,62
80901,Na2 Cd1 Pb1,0.0,216
80902,In3 Yb1,0.0,221
80903,Sb1 Ho1,0.0,225
80904,Na2 In2,0.0,227
80905,Co2 Sn1 Hf1,0.0,225
80906,Mn1 Co2 Sn1,0.0,225
80907,Ni4 In1 Tm1,0.0,216
80908,Cd2 Gd1,0.0,164
80909,Y4 Pd4 Pb2,0.0,127
80910,As1 Np1,0.0,225
80911,Na2 In2 Te4,0.6388999999999996,140
80912,Na2 Pt4,0.0,227
80913,Sm1 Bi1,0.0,225
80914,Rh4 Nd2,0.0,227
80915,Ca2 Ni4,0.0,227
80916,Tm1 Bi1,0.0,225
80917,Mg2 Sn1,0.0,225
80918,Li1 H1,2.9737,225
80919,Na1 H1,3.7666,225
80920,H2 Nd1,0.0,225
80921,S1 Pr1,0.0,225
80922,Ru4 Pr2,0.0,227
80923,Ca2 Si4,0.0,166
80924,O3 Rb1 I1,3.1835000000000004,160
80925,Y2 Ir4,0.0,227
80926,Ga2 Au1,0.0,225
80927,Cl28 Rb4 Dy8,4.5280000000000005,62
80928,Fe48 W48 N16,0.0,227
80929,Sc1 Ag2 In1,0.0,225
80930,Na2 Ag4,0.0,227
80931,In1 Er1 Au2,0.0,225
80932,In1 Ho1 Au2,0.0,225
80933,Li1 Al2 Pd1,0.0,225
80934,Zn4 Pu2,0.0,227
80935,O8 Nb2 Ho2,3.5324999999999998,15
80936,C1 Al1 Ti3,0.0,221
80937,Hf2 Fe4,0.0,227
80938,Ag3 Au1 S2,1.5412,160
80939,Al1 Mn1 Co2,0.0,225
80940,Li4 S8 Ga4,2.9608,33
80941,Al8 Sc1 Fe4,0.0,139
80942,Cu3 Se4 Nb1,1.3604000000000003,215
80943,Yb2 Pt4,0.0,227
80944,Sc2 Fe4,0.0,227
80945,Li1 Ga2 Ir1,0.0,225
80946,K1 O2 Na2 Cu1,1.5144,107
80947,O6 Rb1 I1 Ge1,2.4295,149
80948,Zn4 Ag4 P4 S16,2.1933999999999996,33
80949,Al4 V2 Cl16,1.6263,15
80950,Ca1 In1 Cu4,0.0,216
80951,Cs1 Cl1,4.8492,225
80952,Cs2 Nb8 Cl22,0.45420000000000016,51
80953,F6 Na1 Sb1,4.8892,225
80954,Se1 Np1,0.0,225
80955,La7 P12 Pd17,0.0,12
80956,Hf48 Zn48 N16,0.0,227
80957,O18 P6 Nd2,5.4768,20
80958,Li3 V1 S4,1.8832,215
80959,O1 As2 Sr4,1.1923999999999997,139
80960,F6 S1,5.775500000000001,229
80961,P2 Sr1 Rh2,0.0,139
80962,Li2 La1 Pb1,0.0,225
80963,Li2 La1 Sn1,0.0,225
80964,Li1 Ga1 Au2,0.0,225
80965,Eu1 Mg1 Hg2,0.0,225
80966,Ca2 Cd1 Sn1,0.0,225
80967,Ho2 Pd1 Ru1,0.0,225
80968,Li1 Ta1 Ru2,0.0,225
80969,Ho2 Ru1 Rh1,0.0,225
80970,Ho2 Tl1 Cd1,0.0,225
80971,Sc2 Zn1 Au1,0.0,225
80972,Sc2 Zn1 Pt1,0.0,225
80973,Li1 Be1 Pd2,0.0,225
80974,Ac2 Cd1 Sn1,0.0,225
80975,Sc2 Ag1 Os1,0.0,225
80976,Sc2 Ag1 Ru1,0.0,225
80977,Ga1 Cu1 Rh2,0.0,225
80978,Li1 Hf1 Ir2,0.0,225
80979,Be1 Ru2 W1,0.0,225
80980,Li1 Ca2 Al1,0.0,225
80981,Li1 Y2 Rh1,0.0,225
80982,Sc1 Ta1 Os2,0.0,225
80983,Al1 V1 Os2,0.0,225
80984,Li1 Ga1 Rh2,0.0,225
80985,Pm2 Zn1 Si1,0.0,225
80986,Pr1 Mg1 Hg2,0.0,225
80987,Li1 Ca2 Rh1,0.0,225
80988,Pa1 Pb1 Au2,0.0,225
80989,Pa1 In1 Au2,0.0,225
80990,Pa1 Sn1 Pd2,0.0,225
80991,Pm2 Li1 Pt1,0.0,225
80992,Pm1 Ag2 Sn1,0.0,225
80993,Pm1 Ca1 Hg2,0.0,225
80994,Pm1 H3,0.0,225
80995,Pm1 In1 Au2,0.0,225
80996,Ba2 Bi1 Au1,0.4229000000000003,225
80997,Pm1 Sb1 Au2,0.0,225
80998,Pm1 Sb1 Rh2,0.0,225
80999,Pm1 Sn1 Au2,0.0,225
81000,Pm1 Tl1 Rh2,0.0,225
81001,Pm1 Zn1 Au2,0.0,225
81002,Er2 Ag1 Ru1,0.0,225
81003,Pm2 Cd1 Ge1,0.0,225
81004,Ho2 Cd1 In1,0.0,225
81005,Pm2 Co1 Ir1,0.0,225
81006,Pm2 Cu1 Ir1,0.0,225
81007,Er1 Mg1 Hg2,0.0,225
81008,Pm2 Li1 Si1,0.0,225
81009,Pm2 Mg1 Al1,0.0,225
81010,Pm2 Ir1 Ru1,0.0,225
81011,Pm2 Pd1 Ru1,0.0,225
81012,Pm2 Ru1 Rh1,0.0,225
81013,Rb2 Hf2 O5,1.9487,123
81014,Nd2 Mg1 Al1,0.0,225
81015,Li1 Mg2 Pt1,0.0,225
81016,Ba1 Hg2 Pb1,0.0,225
81017,Eu1 Cd3,0.0,225
81018,Yb2 Tl1 Pb1,0.0,225
81019,Yb2 Mg1 In1,0.0,225
81020,Yb2 Li1 Rh1,0.0,225
81021,Ho1 Ag1 Hg2,0.0,225
81022,Na1 Ac1 Hg2,0.0,225
81023,Hf2 Co1 Re1,0.0,225
81024,Dy1 Cd1 Hg2,0.0,225
81025,Mg1 Zr1 Ir2,0.0,225
81026,Mg1 Zn1 Au2,0.0,225
81027,Nd1 Mg1 Hg2,0.0,225
81028,Mn1 Be2 Ir1,0.0,225
81029,Mn1 V2 Cr1,0.0,225
81030,Mn2 Cr1 Co1,0.0,225
81031,Mg2 Ag1 Au1,0.0,225
81032,Mn2 Al1 Cr1,0.0,225
81033,Mn1 Nb1 Ru2,0.0,225
81034,Mn1 Si1 Rh2,0.0,225
81035,Ac1 Tl1 Te2,0.6253000000000002,225
81036,Hf1 Nb1 Tc2,0.0,225
81037,Na1 Sm1 Hg2,0.0,225
81038,Na1 Mg1 Tl2,0.0,225
81039,Na1 Sm1 Au2,0.0,225
81040,Na1 Nd1 Tl2,0.0,225
81041,Hf2 Mn1 Ir1,0.0,225
81042,Yb1 Nd1 Rh2,0.0,225
81043,Ga1 Fe1 Rh2,0.0,225
81044,Lu1 Mg1 Pd2,0.0,225
81045,Tb1 Yb1 Hg2,0.0,225
81046,Lu1 Mg1 Zn2,0.0,225
81047,Tm2 Cu1 Os1,0.0,225
81048,Lu2 Ir1 Ru1,0.0,225
81049,Lu2 Ni1 Ru1,0.0,225
81050,Tm2 Mg1 In1,0.0,225
81051,Lu1 Sn1 Rh2,0.0,225
81052,V2 Cr1 Ru1,0.0,225
81053,V2 Tc1 Ru1,0.0,225
81054,Li2 Dy1 In1,0.0,225
81055,Li2 Dy1 Tl1,0.0,225
81056,Lu2 Ru1 Rh1,0.0,225
81057,Yb2 Ag1 Ge1,0.0,225
81058,Y2 Tl1 Ag1,0.0,225
81059,Ti1 Mn2 W1,0.0,225
81060,Ti1 Si1 Tc2,0.0,225
81061,Ti1 Si1 Ru2,0.0,225
81062,Li1 Pr1 Tl2,0.0,225
81063,Yb1 Er1 Rh2,0.0,225
81064,Yb1 Dy1 Rh2,0.0,225
81065,Yb1 Gd1 Rh2,0.0,225
81066,Yb1 In1 Rh2,0.0,225
81067,Ta1 Zn1 Co2,0.0,225
81068,Ti2 Mo1 Ir1,0.0,225
81069,Ti2 Tc1 Ir1,0.0,225
81070,Ac2 Si1 Pd1,0.0,225
81071,Yb1 La1 Cd2,0.0,225
81072,Li1 Zr1 Rh2,0.0,225
81073,Tm1 Cd1 Au2,0.0,225
81074,Be1 Si1 Ir2,0.0,225
81075,Yb2 Hg1 Ge1,0.0,225
81076,Li1 Zn2 Rh1,0.0,225
81077,Mg1 Al1 Ag2,0.0,225
81078,Cd2 Pt1 Rh1,0.0,225
81079,Th1 Sn1 Ru2,0.0,225
81080,Ti2 Re1 Rh1,0.0,225
81081,Ac2 Ir1 Au1,0.0,225
81082,Ac1 Mg1 Cd2,0.0,225
81083,Tm1 Mg1 Hg2,0.0,225
81084,Li2 Ag1 Pd1,0.0,225
81085,Yb1 Sn1 Rh2,0.0,225
81086,Gd2 Pd1 Ru1,0.0,225
81087,Nd1 Mg1 Cd2,0.0,225
81088,Tb1 Mg1 Au2,0.0,225
81089,Mg1 Sc2 Cd1,0.0,225
81090,Hf1 Zn1 Co2,0.0,225
81091,Ac2 Ir1 Pd1,0.0,225
81092,Ho1 Ta1 Ru2,0.0,225
81093,Ti1 Ga1 Ir2,0.0,225
81094,Y1 Mg1 Au2,0.0,225
81095,Yb2 Cd1 In1,0.0,225
81096,Li2 Pd1 Au1,0.0,225
81097,Tl1 Cd1 Rh2,0.0,225
81098,Yb1 Li2 Sn1,0.0,225
81099,Pm2 Si1 Hg1,0.0,225
81100,Gd2 Zn1 Ru1,0.0,225
81101,Hf1 Sn1 Rh2,0.0,225
81102,Ba2 Tl1 Cd1,0.0,225
81103,Ta1 Be1 Ru2,0.0,225
81104,Sc1 V1 Ru2,0.0,225
81105,Ca1 Mg1 Hg2,0.0,225
81106,Sr2 Cd1 Sn1,0.0,225
81107,Sr2 Sn1 Hg1,0.2697000000000003,225
81108,Sr1 Li2 Sn1,0.0,225
81109,Sr1 Li2 Pb1,0.0,225
81110,Sm1 Mg1 Hg2,0.0,225
81111,Sc2 Zn1 Os1,0.0,225
81112,Li1 Zn2 Ni1,0.0,225
81113,Dy1 Cd1 Ag2,0.0,225
81114,Sc1 Cd1 Hg2,0.0,225
81115,Dy1 Cd1 Pd2,0.0,225
81116,Be1 V1 Fe2,0.0,225
81117,Ce1 Sn1 Au2,0.0,225
81118,Ho2 Zn1 Ru1,0.0,225
81119,Ac1 In1 Hg2,0.0,225
81120,Cu1 Sb1 Rh2,0.0,225
81121,Sc2 Co1 Ru1,0.0,225
81122,Li1 Dy2 Os1,0.0,225
81123,Ta1 Ti1 Mn2,0.0,225
81124,Sc1 In1 Rh2,0.0,225
81125,Sm2 Ir1 Ru1,0.0,225
81126,Sm1 Mg1 Au2,0.0,225
81127,Li1 Cd1 Ag2,0.0,225
81128,Sm2 Cl6,3.4912,194
81129,Sm1 Tl1 Ag2,0.0,225
81130,Sm2 Mg1 Al1,0.0,225
81131,Sc1 Cd1 Pd2,0.0,225
81132,La1 Mg1 Ag2,0.0,225
81133,Er1 Pa1 Ru2,0.0,225
81134,Sc1 Al1 Rh2,0.0,225
81135,Lu2 Cu1 Rh1,0.0,225
81136,Re3 N1,0.0,187
81137,Pr1 Mg1 Ag2,0.0,225
81138,Li2 Ac1 Tl1,0.0,225
81139,Mg1 Mn1 Pt2,0.0,225
81140,Zn1 Ga1 Rh2,0.0,225
81141,Ta3 Ru1,0.0,225
81142,Tb1 Mg1 Rh2,0.0,225
81143,Tb1 Cd1 Pd2,0.0,225
81144,Yb2 Zn1 Rh1,0.0,225
81145,Nb3 Ru1,0.0,225
81146,Zr1 Ge1 Ru2,0.0,225
81147,Zr1 Cd1 Rh2,0.0,225
81148,Zr1 Tc2 W1,0.0,225
81149,Mg1 Sc1 Pd2,0.0,225
81150,Hf2 Mn1 Rh1,0.0,225
81151,Zr2 Tc1 Pd1,0.0,225
81152,Mg1 Sb1 Pd2,0.0,225
81153,Sm1 Ho1 Hg2,0.0,225
81154,Tb1 Tl1 Ag2,0.0,225
81155,Y1 Pa1 Tc2,0.0,225
81156,Yb1 Pr1 Cd2,0.0,225
81157,Yb1 Pb1 Au2,0.0,225
81158,Tm1 Th1 Ru2,0.0,225
81159,Nb2 Ru1 W1,0.0,225
81160,Pm1 Sm1 Hg2,0.0,225
81161,Pm1 Dy1 Hg2,0.0,225
81162,Pm1 Ce1 Zn2,0.0,225
81163,Ba2 Tl1 Zn1,0.0,225
81164,Ac1 F3,6.065199999999999,139
81165,Te1 Ba1,1.593,225
81166,La1 Pr1 In2,0.0,225
81167,Sb1 Dy1,0.0,225
81168,Ti2 Rh1,0.0,139
81169,La1 H3,0.0,225
81170,S1 K2,2.322,225
81171,Ho1 Cu4 Ag1,0.0,216
81172,Rh1 F6,0.8929999999999998,229
81173,Sr10 Si4 N12,1.4059999999999997,15
81174,Sr8 Re4 N12,0.0,15
81175,Sb1 Cs3,0.6137000000000001,225
81176,La1 Sb1,0.0,225
81177,Li2 Al2,0.0,141
81178,Y1 In1 Cu4,0.0,216
81179,Nd1 In1 Pt4,0.0,216
81180,Gd1 In1 Cu4,0.07370000000000054,216
81181,U1 Pt4 Au1,0.0,216
81182,Sm1 In1 Pt4,0.0,216
81183,Pa1 Pt5,0.0,216
81184,Yb1 Cu4 Pd1,0.0,216
81185,Eu4 Bi2 O1,0.0,139
81186,Nd4 Cd2 Ge4,0.0,127
81187,Dy1 In1 Cu4,0.043999999999999595,216
81188,Al1 Sc1 Ni2,0.0,225
81189,Ce1 S1,0.0,225
81190,Pm2 Tl1 Ag1,0.0,225
81191,Pm2 Ga1 Ag1,0.0,225
81192,Th1 In1 Rh2,0.0,225
81193,Yb1 Mg149,0.4868999999999999,187
81194,Y2 Pa2 O8,2.7661,141
81195,U10 P6 Se4,0.0,15
81196,As1 Tm1,0.0,225
81197,Ti2 Tl10 F18,2.8137,6
81198,Ti2 Cd2 O6,2.5803,1
81199,Tm4 Co4 Ge4,0.0,62
81200,Gd3 Al3 Ni3,0.0,38
81201,Cs1 Zn4 P3,0.02929999999999966,123
81202,Ti4 S6,0.0,2
81203,Yb2 Bi2 O6,0.0,161
81204,Sr2 Ta2 N2 O4,1.2212,26
81205,Rb16 Fe4 O16,0.4898,14
81206,Sr18 Ni14 O42,1.2214999999999998,167
81207,Rb8 Fe4 O16,1.6058,62
81208,Na4 Mn4 P4 O16,3.2540999999999998,62
81209,Na6 Te2 H28 Ru1 O30,0.6704,2
81210,Nb10 Pb14 O39,1.9348,8
81211,Ba2 Er2 Cu2 Se6,1.0391999999999997,63
81212,Bi8 Ir4,0.0,14
81213,Y4 Co4 Ge4,0.0,62
81214,Eu4 In4 Rh4,0.0,62
81215,Ca2 Ga6 Co4,0.0,63
81216,Cr4 Ni4 P4,0.0,62
81217,Nb4 Co4 Ge4,0.0,62
81218,Y2 Fe2 Co6 B2,0.0,191
81219,Ba2 Y2 Cu2 Se6,1.0537000000000005,63
81220,Ce4 Sb4 Ir4,0.0,62
81221,Sm4 Ni4 Ge4,0.0,62
81222,Tb4 As4 S4,0.15739999999999998,14
81223,Eu4 Ga4 Ge4,0.0,194
81224,Y4 Ga4 Pd4,0.0,62
81225,Ce4 As8,0.0813000000000006,14
81226,Fe4 As4 Se4,0.4353000000000007,14
81227,Gd4 As4 S4,0.0,14
81228,Nd3 Ni2 Sn7,0.0,65
81229,V2 Cl10,1.0463,2
81230,Yb2 Ni8 B2,0.0,191
81231,Hf4 Si4 Ni4,0.07900000000000063,62
81232,Zr4 Ge4 Rh4,0.0,62
81233,Nb4 Co4 As4,0.0,62
81234,Ho4 Tc8,0.0,194
81235,Yb4 As4 Pt4,0.0,194
81236,Pr4 Al4 Au4,0.0,62
81237,Sr4 Li4 As4,1.0549999999999997,62
81238,Ce4 N2 Cl6,0.0,72
81239,N1 Lu1,0.24209999999999976,225
81240,Cs2 U2 Te6 Au2,0.0,63
81241,Y4 Tc8,0.0,194
81242,Er4 As4 Se4,0.28049999999999997,14
81243,Ca4 Sn4 Pt4,0.0,62
81244,Lu4 Co4 Sn4,0.0,62
81245,Ta3 Be9,0.0,166
81246,Dy4 As4 S4,0.1700999999999997,14
81247,Ce4 Ga4 Pd4,0.0,62
81248,Tb3 Ni9,0.0,166
81249,Zr4 Ga2 Fe6,0.0,194
81250,Tm2 H4 Cl2 O4,4.762300000000001,11
81251,Eu4 Mg4 Pd4,0.0,62
81252,Na2 Al2 F8,6.6735,63
81253,Tm4 As4 S4,0.33729999999999993,14
81254,Dy4 Tc8,0.0,194
81255,Ti4 Ni4 As4,0.0,62
81256,Sc4 Co4 Sn4,0.0,62
81257,Ho8 Pt4,0.0,62
81258,Na4 Yb2 Cd2 Sb4,0.32410000000000005,26
81259,Sr8 Pd4,0.0,62
81260,Tm8 Pt4,0.0,62
81261,Ti4 Co4 P4,0.0,62
81262,Eu4 Mg4 Sn4,0.0,62
81263,Er4 Al4 Au4,0.0,62
81264,Eu4 Ga4 Sn4,0.0,194
81265,In2 As1 Pt8,0.0,123
81266,Tm4 Ni4 Sn4,0.0,62
81267,Er4 Ga4 Ir4,0.0,62
81268,Gd4 Re8,0.0,194
81269,Ba4 Ca4 Pb4,0.2756000000000003,62
81270,U4 Si4 Ru4,0.0,62
81271,Yb4 Ga4 Pd4,0.0,62
81272,Cs4 Ge2 Se6,1.6710000000000003,12
81273,Y4 Si4 Ir4,0.0,62
81274,Sb4 Pd4 S4,0.0,198
81275,Fe4 Te4 As4,0.7499000000000002,14
81276,Yb4 Ru8,0.0,194
81277,Eu3 B2 Pt7,0.0,166
81278,Zr4 V6 Ru2,0.0,194
81279,Yb8 Ga4,0.0,62
81280,Ho4 Re8,0.0,194
81281,Er4 Os8,0.0,194
81282,Gd4 Ge4 Ir4,0.0,62
81283,Ce4 Al4 Au4,0.0,62
81284,Sm4 Ru8,0.0,194
81285,Pr3 Ni9,0.0,166
81286,Pu4 Sb8,0.0,64
81287,Er4 Al4 Pt4,0.0,62
81288,Y4 Ga4 Rh4,0.0,62
81289,Sm4 Ga4 Pt4,0.0,62
81290,Tb4 As4 Se4,0.46530000000000005,62
81291,Sm2 P2 O8,5.737,141
81292,Li4 Pr3 Ge4,0.0,71
81293,Co4 P4 W4,0.0,62
81294,Nb4 V4 P4,0.0,62
81295,Nd2 Ga8 Ni2,0.0,63
81296,Hf2 Tl4 Se6,1.0045000000000002,11
81297,Nd3 Ag4 Sn4,0.0,71
81298,Y4 Ga4 Ni4,0.0,62
